`,0.882071018
q,0.472628117
w,0.341791868
e,0.397121906
r,0.363749027
t,0.395180941
y,0.33713913
u,0.419832945
i,0.338199139
o,0.344831944
p,0.33797884
a,0.358157158
s,0.337808847
d,0.34611702
f,0.295301914
g,0.354593992
h,0.338199139
j,0.305453062
k,0.362565994
l,0.317822933
z,0.328979254
x,0.369140387
c,0.351961851
v,0.33424592
b,0.33261919
n,0.316099882
m,0.351014853
space,0.375939846
u,0.618908167
n,0.328252792
s,0.289764881
a,0.304991007
l,0.281245947
v,0.312787294
a,0.280912161
b,0.329232931
l,0.332810879
e,0.272217035
space,0.358001232
u,0.321800947
n,0.302090883
e,0.297879696
r,0.335151196
o,0.296844006
d,0.31802392
e,0.305057049
d,0.296014071
space,0.360009909
u,0.303965092
n,0.320714951
c,0.279273987
o,0.307918072
n,0.305057049
s,0.28899312
e,0.336984158
c,0.354054928
r,0.350096703
a,0.298764944
t,0.312968016
e,0.317116261
space,0.300027847
s,0.291126966
l,0.287868023
a,0.31405592
c,0.329989672
k,0.287998199
e,0.321923971
n,0.286030054
e,0.325081825
d,0.349868059
space,0.305100918
s,0.24496913
u,0.361924171
b,0.275918245
a,0.284019232
r,0.31915617
i,0.338892698
d,0.323126078
space,0.304936886
n,0.324791908
o,0.306152105
n,0.33107686
c,0.287769794
o,0.343048811
n,0.34812212
g,0.290001869
r,0.344978809
u,0.291822195
e,0.331016302
n,0.286144733
t,0.27705431
space,0.357927322
h,0.319963932
y,0.339827061
a,0.342001915
h,0.324178219
y,0.340980053
a,0.288055897
space,0.334927082
s,0.303975821
u,0.295109034
b,0.303925991
s,0.297950029
e,0.324053049
n,0.302090168
s,0.320935965
a,0.341815233
t,0.31918788
i,0.287957907
o,0.279151678
n,0.32676506
space,0.321145773
p,0.320016146
a,0.266020775
g,0.353837013
a,0.333203793
n,0.340819836
i,0.281112194
s,0.310765028
h,0.297990799
l,0.307219982
y,0.359702826
space,0.375181913
u,0.543973923
n,0.375666857
b,0.311276913
l,0.306937218
a,0.308122158
d,0.375941992
e,0.340020895
space,0.331236124
n,0.322859049
o,0.317165852
n,0.334830046
r,0.326221704
e,0.289927244
s,0.324672222
e,0.3381567
r,0.27210331
v,0.382917881
a,0.295855761
b,0.324139118
l,0.325123072
e,0.330937862
space,0.28591609
b,0.381968975
o,0.299044847
u,0.347025156
l,0.306714773
e,0.301276922
v,0.335909128
a,0.314039946
r,0.312205076
d,0.320827007
s,0.29501009
space,0.325877905
p,0.316143036
y,0.310771227
l,0.282188892
a,0.315909147
g,0.323227882
o,0.306682825
r,0.313233137
e,0.34784174
space,0.325976133
b,0.372002125
r,0.298932076
u,0.301348925
l,0.328799963
e,0.282096148
s,0.34289217
space,0.313513279
d,0.314522743
e,0.312870741
r,0.310858011
o,0.326136112
g,0.266007185
a,0.352044106
t,0.335108042
e,0.318026066
l,0.269674063
y,0.351647139