`,0.490453005
q,0.945757151
w,0.347979069
e,0.341974974
r,0.295970917
t,0.351788998
y,0.373059034
u,0.348011971
i,0.331032038
o,0.37882781
p,0.324237108
a,0.31667614
s,0.328173876
d,0.362885237
f,0.294034958
g,0.360027075
h,0.346788168
j,0.340157986
k,0.328653812
l,0.340099096
z,0.384014845
x,0.354967117
c,0.352939129
v,0.338061094
b,0.325996161
n,0.294776917
m,0.318103075
space,0.340939045
c,0.470971823
r,0.319818974
o,0.307281971
c,0.307760715
e,0.330149174
t,0.329792023
i,0.303967237
n,0.312975168
space,0.343070984
o,0.339951754
u,0.331923246
t,0.294697285
s,0.296264172
w,0.277124882
e,0.32389307
l,0.318717957
l,0.312124968
space,0.336281061
b,0.307526827
r,0.361026049
o,0.313026905
m,0.312093973
o,0.349011183
b,0.317961216
e,0.348805904
n,0.289072037
z,0.29185605
e,0.351079941
n,0.306863785
e,0.360850096
space,0.293228149
g,0.298784018
a,0.328551054
n,0.338457108
g,0.30695796
l,0.306119919
i,0.335519075
a,0.309237957
space,0.332785845
u,0.366152048
n,0.29799819
d,0.313901186
e,0.297239065
r,0.301692009
w,0.310106039
i,0.305819035
n,0.325094223
g,0.312719107
space,0.332996845
a,0.334005117
r,0.321947098
i,0.317276955
l,0.319000959
l,0.287794113
i,0.334084988
f,0.348819971
o,0.29912591
r,0.313822985
m,0.296098948
space,0.323763132
s,0.318907022
p,0.298061132
i,0.303990841
d,0.302071095
e,0.355056047
r,0.309828997
l,0.33201313
y,0.33687973
space,0.416198969
i,0.317955017
d,0.330166101
i,0.314985037
o,0.32387805
s,0.311738014
e,0.341240168
p,0.295067787
i,0.316399097
o,0.287540913
n,0.354018688
space,0.327880144
n,0.333075762
o,0.29694891
n,0.296967268
d,0.323966265
i,0.336993217
l,0.295236111
u,0.345730066
t,0.370103836
i,0.267241001
o,0.300741196
n,0.344024181
space,0.328988791
c,0.352954865
e,0.318232059
r,0.305848837
v,0.344857216
u,0.281172037
l,0.326029062
u,0.329829216
s,0.297352076
space,0.343801975
u,0.307820082
n,0.313955069
t,0.292239904
h,0.300924778
a,0.32707119
t,0.317970037
c,0.350017071
h,0.284860134
space,0.309867144
h,0.350195885
i,0.338008642
l,0.283205032
l,0.285663128
b,0.366008759
i,0.349116802
r,0.289299965
d,0.365561962
space,0.325200796
i,0.349777222
m,0.326068163
p,0.310091019
u,0.344889164
g,0.336095095
n,0.305070162
m,0.330791235
e,0.338311911
n,0.281838179
t,0.327370882
space,0.340676069
p,0.305803061
a,0.336982012
n,0.288961172
e,0.356042147
l,0.308130026
e,0.333396912
s,0.284568071
s,0.318968773
space,0.288944244
r,0.375230789
o,0.30127883
l,0.337540865
l,0.270408869
e,0.344692945
r,0.329057217
m,0.317683935
a,0.322300911
k,0.352861166
i,0.296035767
n,0.333933115
g,0.320050955